gene_orig_idx,gene_new_idx,out_degree,in_degree,total_degree,is_circuit
1582,1120,0,0,0,False
1583,1121,0,0,0,False
1584,1122,0,0,0,False
1586,1123,0,0,0,False
1587,1124,0,0,0,False
1589,1125,0,0,0,False
1590,1126,0,0,0,False
1591,1127,0,0,0,False
1596,1128,0,2,2,True
1597,1129,0,0,0,False
1598,1130,0,0,0,False
1599,1131,0,0,0,False
1600,1132,0,0,0,False
1601,1133,0,0,0,False
1602,1134,0,0,0,False
1603,1135,0,0,0,False
1605,1136,0,0,0,False
1609,1137,0,0,0,False
1610,1138,0,0,0,False
1611,1139,0,0,0,False
1612,1140,0,3,3,True
1613,1141,0,0,0,False
1615,1142,0,0,0,False
1616,1143,0,0,0,False
1617,1144,0,0,0,False
1619,1145,0,0,0,False
1620,1146,0,0,0,False
1625,1147,0,0,0,False
1627,1148,0,0,0,False
1629,1149,0,0,0,False
1630,1150,0,0,0,False
1631,1151,0,0,0,False
1632,1152,0,0,0,False
1633,1153,0,0,0,False
1634,1154,0,0,0,False
1635,1155,0,0,0,False
1636,1156,0,0,0,False
1637,1157,0,0,0,False
1641,1158,0,0,0,False
1642,1159,0,0,0,False
1643,1160,0,0,0,False
1644,1161,0,0,0,False
1646,1162,0,0,0,False
1649,1163,0,0,0,False
1650,1164,0,0,0,False
1651,1165,0,0,0,False
1652,1166,0,0,0,False
1654,1167,0,0,0,False
1657,1168,0,0,0,False
1658,1169,0,0,0,False
1659,1170,17,5,22,True
1661,1171,0,0,0,False
1662,1172,0,0,0,False
1663,1173,0,0,0,False
1664,1174,0,0,0,False
1666,1175,0,0,0,False
1667,1176,0,0,0,False
1669,1177,0,0,0,False
1670,1178,1,1,2,True
1671,1179,1,0,1,True
1672,1180,0,0,0,False
1675,1181,0,0,0,False
1676,1182,0,0,0,False
1678,1183,0,2,2,True
1681,1184,0,0,0,False
1682,1185,0,0,0,False
1684,1186,0,0,0,False
1685,1187,0,0,0,False
1688,1188,0,0,0,False
1694,1189,0,0,0,False
1695,1190,0,0,0,False
1696,1191,0,0,0,False
1699,1192,0,0,0,False
1700,1193,0,0,0,False
1706,1194,0,0,0,False
1707,1195,0,0,0,False
1709,1196,0,0,0,False
1710,1197,0,0,0,False
1713,1198,0,0,0,False
1714,1199,0,0,0,False
1715,1200,0,0,0,False
1716,1201,0,1,1,True
1718,1202,0,0,0,False
1719,1203,0,0,0,False
1720,1204,0,0,0,False
1721,1205,0,0,0,False
1722,1206,0,0,0,False
1724,1207,0,0,0,False
1728,1208,0,0,0,False
1729,1209,0,0,0,False
1733,1210,0,0,0,False
1734,1211,0,0,0,False
1736,1212,0,0,0,False
1738,1213,0,0,0,False
1741,1214,0,2,2,True
1744,1215,0,0,0,False
1745,1216,0,1,1,True
1748,1217,0,0,0,False
1749,1218,0,1,1,True
1750,1219,0,0,0,False
1752,1220,0,0,0,False
1755,1221,0,0,0,False
1757,1222,0,0,0,False
1758,1223,0,0,0,False
1760,1224,0,0,0,False
1765,1225,0,0,0,False
1766,1226,0,0,0,False
1768,1227,0,0,0,False
1769,1228,0,1,1,True
1770,1229,0,0,0,False
1771,1230,0,1,1,True
1774,1231,0,0,0,False
1777,1232,0,0,0,False
1779,1233,0,0,0,False
1782,1234,0,0,0,False
1784,1235,0,0,0,False
1785,1236,0,0,0,False
1786,1237,10,0,10,True
1788,1238,0,0,0,False
1789,1239,0,1,1,True
1795,1240,0,0,0,False
1796,1241,0,0,0,False
1800,1242,0,0,0,False
1801,1243,0,1,1,True
1802,1244,0,0,0,False
1803,1245,0,0,0,False
1804,1246,0,0,0,False
1805,1247,0,0,0,False
1807,1248,0,0,0,False
1808,1249,0,0,0,False
1809,1250,0,0,0,False
1814,1251,0,0,0,False
1815,1252,0,0,0,False
1816,1253,0,0,0,False
1817,1254,0,0,0,False
1818,1255,0,0,0,False
1821,1256,0,0,0,False
1823,1257,0,0,0,False
1824,1258,0,0,0,False
1827,1259,0,0,0,False
1828,1260,0,0,0,False
1830,1261,0,0,0,False
1832,1262,0,0,0,False
1835,1263,0,0,0,False
1836,1264,0,0,0,False
1837,1265,0,0,0,False
1838,1266,0,0,0,False
1839,1267,0,0,0,False
1842,1268,0,0,0,False
1843,1269,0,1,1,True
1844,1270,0,0,0,False
1847,1271,0,0,0,False
1848,1272,0,0,0,False
1849,1273,0,0,0,False
1850,1274,0,0,0,False
1851,1275,0,0,0,False
1852,1276,0,0,0,False
1853,1277,0,0,0,False
1855,1278,0,0,0,False
1856,1279,0,3,3,True
1857,1280,0,0,0,False
1861,1281,0,0,0,False
1864,1282,0,0,0,False
1865,1283,0,0,0,False
1866,1284,0,0,0,False
1867,1285,0,0,0,False
1870,1286,0,0,0,False
1871,1287,0,0,0,False
1873,1288,0,0,0,False
1874,1289,0,0,0,False
1875,1290,0,0,0,False
1876,1291,0,0,0,False
1877,1292,0,0,0,False
1878,1293,0,0,0,False
1879,1294,0,0,0,False
1881,1295,0,0,0,False
1882,1296,0,0,0,False
1883,1297,0,0,0,False
1884,1298,0,0,0,False
1885,1299,0,1,1,True
1886,1300,0,1,1,True
1887,1301,0,0,0,False
1888,1302,0,0,0,False
1889,1303,0,0,0,False
1890,1304,0,0,0,False
1891,1305,0,0,0,False
1892,1306,0,0,0,False
1893,1307,0,0,0,False
1894,1308,0,0,0,False
1915,1309,0,0,0,False
1933,1310,0,0,0,False
1940,1311,0,0,0,False
1946,1312,0,0,0,False
1953,1313,0,0,0,False
1955,1314,0,0,0,False
1958,1315,0,0,0,False
1967,1316,0,1,1,True
1968,1317,0,0,0,False
1969,1318,0,0,0,False
1976,1319,0,0,0,False
1977,1320,0,0,0,False
1978,1321,0,0,0,False
1979,1322,0,0,0,False
1984,1323,0,0,0,False
1986,1324,0,0,0,False
1987,1325,0,0,0,False
1989,1326,0,0,0,False
1990,1327,0,0,0,False
1993,1328,0,0,0,False
1994,1329,0,1,1,True
1997,1330,0,0,0,False
1999,1331,0,0,0,False
2001,1332,0,0,0,False
2002,1333,0,0,0,False
2006,1334,0,0,0,False
2015,1335,0,0,0,False
2020,1336,0,0,0,False
2022,1337,0,0,0,False
2023,1338,0,0,0,False
2032,1339,0,0,0,False
2033,1340,0,2,2,True
2035,1341,0,0,0,False
2036,1342,0,0,0,False
2037,1343,0,0,0,False
2040,1344,0,0,0,False
2041,1345,0,0,0,False
2044,1346,0,0,0,False
2046,1347,0,0,0,False
2048,1348,0,0,0,False
2053,1349,0,0,0,False
2056,1350,0,1,1,True
2057,1351,0,0,0,False
2062,1352,0,0,0,False
2087,1353,0,0,0,False
2100,1354,0,0,0,False
2101,1355,0,0,0,False
2102,1356,0,0,0,False
2104,1357,0,0,0,False
2107,1358,0,0,0,False
2110,1359,0,0,0,False
2113,1360,0,0,0,False
2116,1361,0,0,0,False
2119,1362,0,0,0,False
2121,1363,0,0,0,False
2122,1364,0,0,0,False
2123,1365,0,0,0,False
2124,1366,0,0,0,False
2125,1367,0,0,0,False
2126,1368,0,0,0,False
2127,1369,0,0,0,False
2129,1370,0,0,0,False
2131,1371,0,0,0,False
2132,1372,0,0,0,False
2133,1373,0,0,0,False
2134,1374,0,0,0,False
2135,1375,0,0,0,False
2136,1376,0,0,0,False
2137,1377,0,0,0,False
2139,1378,0,0,0,False
2140,1379,0,0,0,False
2141,1380,0,0,0,False
2142,1381,0,0,0,False
2143,1382,0,0,0,False
2145,1383,0,0,0,False
2146,1384,0,0,0,False
2147,1385,0,0,0,False
2148,1386,0,0,0,False
2149,1387,0,0,0,False
2150,1388,0,0,0,False
2151,1389,0,0,0,False
2152,1390,0,0,0,False
2153,1391,0,0,0,False
2154,1392,0,0,0,False
2155,1393,0,0,0,False
2156,1394,0,0,0,False
2158,1395,0,0,0,False
2165,1396,0,0,0,False
2166,1397,0,0,0,False
2167,1398,0,0,0,False
2168,1399,0,0,0,False
2169,1400,0,0,0,False
2171,1401,0,0,0,False
2172,1402,0,0,0,False
2173,1403,0,0,0,False
2174,1404,0,0,0,False
2175,1405,0,0,0,False
2176,1406,0,0,0,False
2177,1407,0,0,0,False
2178,1408,0,0,0,False
2180,1409,0,0,0,False
2181,1410,0,0,0,False
2182,1411,0,0,0,False
2183,1412,0,0,0,False
2184,1413,0,0,0,False
2185,1414,0,0,0,False
2187,1415,0,0,0,False
2189,1416,0,0,0,False
2190,1417,0,0,0,False
2197,1418,0,0,0,False
2199,1419,0,0,0,False
2200,1420,0,0,0,False
2201,1421,0,0,0,False
2202,1422,0,0,0,False
2204,1423,0,0,0,False
2205,1424,0,0,0,False
2207,1425,0,0,0,False
2212,1426,0,0,0,False
2214,1427,0,0,0,False
2216,1428,0,0,0,False
2219,1429,0,0,0,False
2223,1430,0,0,0,False
2225,1431,0,0,0,False
2226,1432,0,0,0,False
2227,1433,0,0,0,False
2228,1434,0,0,0,False
2229,1435,0,0,0,False
2230,1436,0,0,0,False
2231,1437,0,0,0,False
2232,1438,0,0,0,False
2233,1439,0,0,0,False
2234,1440,0,0,0,False
2238,1441,0,0,0,False
2239,1442,0,0,0,False
2240,1443,0,0,0,False
2242,1444,0,0,0,False
2243,1445,0,0,0,False
2244,1446,0,0,0,False
2245,1447,0,0,0,False
2246,1448,0,0,0,False
2248,1449,0,0,0,False
2249,1450,0,0,0,False
2250,1451,0,0,0,False
2252,1452,0,0,0,False
2253,1453,0,0,0,False
2254,1454,0,0,0,False
2255,1455,0,0,0,False
2257,1456,0,0,0,False
2258,1457,0,0,0,False
2259,1458,0,0,0,False
2260,1459,0,0,0,False
2263,1460,0,0,0,False
2264,1461,0,0,0,False
2265,1462,0,0,0,False
2266,1463,0,0,0,False
2267,1464,0,0,0,False
2268,1465,0,0,0,False
2270,1466,0,0,0,False
2271,1467,0,0,0,False
2284,1468,0,0,0,False
2292,1469,0,0,0,False
2296,1470,0,0,0,False
2305,1471,0,0,0,False
2306,1472,0,0,0,False
2319,1473,0,0,0,False
2321,1474,0,0,0,False
2323,1475,0,0,0,False
2331,1476,0,0,0,False
2335,1477,0,0,0,False
2337,1478,0,0,0,False
2339,1479,0,0,0,False
2351,1480,0,0,0,False
2354,1481,0,0,0,False
2360,1482,0,0,0,False
2361,1483,0,0,0,False
2364,1484,0,0,0,False
2397,1485,6,0,6,True
2400,1486,0,0,0,False
2405,1487,0,0,0,False
2406,1488,0,0,0,False
2407,1489,0,0,0,False
2408,1490,0,0,0,False
2414,1491,0,0,0,False
2439,1492,0,0,0,False
2440,1493,0,0,0,False
2443,1494,0,0,0,False
2453,1495,0,0,0,False
2454,1496,0,0,0,False
2455,1497,0,0,0,False
2456,1498,0,0,0,False
2458,1499,0,0,0,False
2460,1500,0,0,0,False
2463,1501,0,0,0,False
2464,1502,0,0,0,False
2468,1503,0,0,0,False
2470,1504,0,0,0,False
2471,1505,0,0,0,False
2477,1506,0,0,0,False
2481,1507,0,0,0,False
2484,1508,0,0,0,False
2485,1509,0,0,0,False
2488,1510,0,0,0,False
2491,1511,0,0,0,False
2500,1512,0,0,0,False
2507,1513,0,0,0,False
2510,1514,0,0,0,False
2538,1515,0,0,0,False
2544,1516,0,0,0,False
2547,1517,0,0,0,False
2548,1518,0,0,0,False
2549,1519,0,0,0,False
2550,1520,0,0,0,False
2561,1521,0,0,0,False
2562,1522,0,0,0,False
2563,1523,0,0,0,False
2564,1524,0,0,0,False
2566,1525,0,0,0,False
2582,1526,0,0,0,False
2584,1527,0,0,0,False
2585,1528,0,0,0,False
2589,1529,0,0,0,False
2592,1530,0,0,0,False
2604,1531,0,0,0,False
2607,1532,0,0,0,False
2610,1533,0,0,0,False
2615,1534,0,0,0,False
2616,1535,0,0,0,False
2628,1536,0,0,0,False
2630,1537,0,1,1,True
2632,1538,0,0,0,False
2658,1539,0,0,0,False
2660,1540,0,0,0,False
2663,1541,0,0,0,False
2665,1542,0,0,0,False
2676,1543,0,0,0,False
2681,1544,0,0,0,False
2692,1545,0,0,0,False
2693,1546,0,0,0,False
2701,1547,0,0,0,False
2705,1548,0,0,0,False
2707,1549,0,0,0,False
2711,1550,0,0,0,False
2716,1551,0,0,0,False
2720,1552,0,0,0,False
2724,1553,0,0,0,False
2725,1554,0,0,0,False
2739,1555,0,0,0,False
2748,1556,0,0,0,False
2750,1557,0,0,0,False
2751,1558,0,0,0,False
2753,1559,0,0,0,False
2755,1560,0,0,0,False
2759,1561,0,0,0,False
2765,1562,0,0,0,False
2776,1563,0,0,0,False
2784,1564,0,0,0,False
2789,1565,0,0,0,False
2790,1566,0,0,0,False
2791,1567,0,0,0,False
2794,1568,0,0,0,False
2795,1569,0,0,0,False
2803,1570,0,0,0,False
2804,1571,0,0,0,False
2809,1572,0,0,0,False
2816,1573,0,0,0,False
2818,1574,0,0,0,False
2824,1575,0,0,0,False
2830,1576,0,0,0,False
2831,1577,0,0,0,False
2832,1578,0,0,0,False
2835,1579,0,0,0,False
2837,1580,0,0,0,False
2839,1581,0,0,0,False
2842,1582,0,0,0,False
2843,1583,0,0,0,False
2847,1584,0,0,0,False
2851,1585,0,0,0,False
2852,1586,0,0,0,False
2856,1587,0,0,0,False
2859,1588,0,0,0,False
2862,1589,0,0,0,False
2876,1590,0,0,0,False
2880,1591,0,0,0,False
2886,1592,0,0,0,False
2887,1593,0,0,0,False
2892,1594,0,0,0,False
2901,1595,0,0,0,False
2904,1596,0,0,0,False
2915,1597,0,0,0,False
2918,1598,0,0,0,False
2921,1599,0,0,0,False
2926,1600,0,0,0,False
2933,1601,0,0,0,False
2935,1602,0,0,0,False
2936,1603,0,0,0,False
2939,1604,0,0,0,False
2942,1605,0,0,0,False
2946,1606,0,0,0,False
2952,1607,0,0,0,False
2953,1608,0,0,0,False
2955,1609,0,0,0,False
2967,1610,0,0,0,False
2968,1611,0,0,0,False
2970,1612,0,0,0,False
2972,1613,0,0,0,False
2975,1614,0,0,0,False
2976,1615,0,0,0,False
2977,1616,0,0,0,False
2984,1617,0,0,0,False
2985,1618,0,0,0,False
2994,1619,0,0,0,False
2997,1620,0,0,0,False
3007,1621,0,0,0,False
3019,1622,0,0,0,False
3020,1623,0,0,0,False
3021,1624,0,0,0,False
3031,1625,0,0,0,False
3047,1626,0,0,0,False
3049,1627,0,0,0,False
3051,1628,0,0,0,False
3060,1629,0,0,0,False
3065,1630,0,0,0,False
3068,1631,0,0,0,False
3070,1632,0,0,0,False
3080,1633,0,0,0,False
3082,1634,0,0,0,False
3086,1635,0,0,0,False
3087,1636,0,0,0,False
3091,1637,0,0,0,False
3095,1638,0,0,0,False
3096,1639,0,0,0,False
3098,1640,0,0,0,False
3099,1641,0,0,0,False
3107,1642,0,0,0,False
3121,1643,0,0,0,False
3122,1644,0,0,0,False
3128,1645,0,0,0,False
3134,1646,0,0,0,False
3142,1647,0,0,0,False
3146,1648,0,0,0,False
3148,1649,0,0,0,False
3159,1650,0,0,0,False
3162,1651,0,0,0,False
3168,1652,0,0,0,False
3169,1653,0,0,0,False
3170,1654,0,0,0,False
3171,1655,0,0,0,False
3173,1656,0,0,0,False
3181,1657,0,0,0,False
3185,1658,0,0,0,False
3186,1659,0,0,0,False
3197,1660,0,0,0,False
3200,1661,0,0,0,False
3201,1662,0,0,0,False
3215,1663,0,0,0,False
3218,1664,0,0,0,False
3219,1665,0,0,0,False
3223,1666,0,0,0,False
3226,1667,0,0,0,False
3227,1668,0,0,0,False
3229,1669,0,0,0,False
3230,1670,0,0,0,False
3236,1671,0,0,0,False
3238,1672,0,0,0,False
3241,1673,0,0,0,False
3243,1674,0,0,0,False
3246,1675,0,0,0,False
3247,1676,0,0,0,False
3252,1677,0,0,0,False
3264,1678,0,0,0,False
3271,1679,0,0,0,False
3283,1680,0,0,0,False
3284,1681,0,0,0,False
3291,1682,0,0,0,False
3293,1683,0,0,0,False
3296,1684,0,0,0,False
3300,1685,0,0,0,False
3301,1686,0,0,0,False
3308,1687,0,0,0,False
3314,1688,0,0,0,False
3317,1689,0,0,0,False
3319,1690,0,0,0,False
3321,1691,0,0,0,False
3323,1692,0,0,0,False
3325,1693,0,0,0,False
3327,1694,0,0,0,False
3332,1695,0,0,0,False
3337,1696,0,0,0,False
3338,1697,0,2,2,True
3342,1698,0,0,0,False
3343,1699,0,0,0,False
3346,1700,0,0,0,False
3350,1701,0,0,0,False
3356,1702,0,0,0,False
3361,1703,0,0,0,False
3368,1704,0,0,0,False
3373,1705,0,0,0,False
3375,1706,0,0,0,False
3377,1707,0,3,3,True
3379,1708,0,0,0,False
3382,1709,0,0,0,False
3383,1710,0,0,0,False
3385,1711,0,0,0,False
3388,1712,0,0,0,False
3390,1713,0,0,0,False
3394,1714,0,0,0,False
3398,1715,0,0,0,False
3399,1716,0,0,0,False
3404,1717,0,0,0,False
3407,1718,0,0,0,False
3426,1719,0,0,0,False
3427,1720,0,0,0,False
3428,1721,0,0,0,False
3430,1722,0,0,0,False
3433,1723,0,0,0,False
3440,1724,0,0,0,False
3444,1725,0,0,0,False
3449,1726,0,0,0,False
3455,1727,0,0,0,False
3457,1728,0,0,0,False
3458,1729,0,0,0,False
3459,1730,0,0,0,False
3460,1731,0,0,0,False
3462,1732,0,0,0,False
3463,1733,0,0,0,False
3475,1734,0,0,0,False
3488,1735,0,1,1,True
3491,1736,0,0,0,False
3494,1737,0,0,0,False
3495,1738,0,0,0,False
3497,1739,0,0,0,False
3504,1740,0,0,0,False
3507,1741,0,0,0,False
3509,1742,0,0,0,False
3512,1743,0,0,0,False
3520,1744,0,0,0,False
3521,1745,0,0,0,False
3526,1746,0,0,0,False
3529,1747,0,0,0,False
3531,1748,0,0,0,False
3534,1749,0,0,0,False
3537,1750,0,0,0,False
3539,1751,0,0,0,False
3542,1752,0,0,0,False
3546,1753,0,0,0,False
3556,1754,0,0,0,False
3557,1755,0,0,0,False
3558,1756,0,0,0,False
3559,1757,0,0,0,False
3562,1758,0,0,0,False
3563,1759,0,0,0,False
3579,1760,0,0,0,False
3595,1761,0,0,0,False
3597,1762,0,0,0,False
3603,1763,0,0,0,False
3612,1764,0,0,0,False
3616,1765,0,0,0,False
3618,1766,0,0,0,False
3619,1767,0,0,0,False
3625,1768,0,0,0,False
3627,1769,0,0,0,False
3629,1770,0,0,0,False
3630,1771,0,0,0,False
3636,1772,0,0,0,False
3642,1773,0,0,0,False
3644,1774,0,0,0,False
3645,1775,0,0,0,False
3650,1776,0,0,0,False
3660,1777,0,0,0,False
3662,1778,0,0,0,False
3666,1779,0,0,0,False
3670,1780,0,0,0,False
3673,1781,0,0,0,False
3678,1782,0,0,0,False
3680,1783,0,0,0,False
3687,1784,0,0,0,False
3692,1785,0,0,0,False
3693,1786,0,0,0,False
3694,1787,0,0,0,False
3696,1788,0,0,0,False
3711,1789,0,0,0,False
3714,1790,0,0,0,False
3724,1791,0,0,0,False
3727,1792,0,0,0,False
3735,1793,0,0,0,False
3749,1794,0,0,0,False
3754,1795,0,0,0,False
3757,1796,0,0,0,False
3761,1797,0,0,0,False
3764,1798,0,0,0,False
3766,1799,0,0,0,False
3775,1800,0,0,0,False
3776,1801,0,0,0,False
3780,1802,0,0,0,False
3781,1803,0,0,0,False
3785,1804,0,0,0,False
3786,1805,0,0,0,False
3789,1806,0,0,0,False
3790,1807,0,0,0,False
3791,1808,0,0,0,False
3797,1809,0,0,0,False
3803,1810,0,0,0,False
3807,1811,0,0,0,False
3808,1812,0,0,0,False
3813,1813,0,0,0,False
3817,1814,0,2,2,True
3821,1815,0,0,0,False
3825,1816,0,0,0,False
3835,1817,0,0,0,False
3842,1818,0,0,0,False
3847,1819,0,0,0,False
3850,1820,0,0,0,False
3856,1821,0,0,0,False
3870,1822,0,0,0,False
3874,1823,0,0,0,False
3879,1824,0,0,0,False
3883,1825,0,0,0,False
3887,1826,0,0,0,False
3894,1827,0,0,0,False
3895,1828,0,0,0,False
3898,1829,0,0,0,False
3901,1830,0,0,0,False
3906,1831,0,0,0,False
3912,1832,0,0,0,False
3916,1833,0,0,0,False
3942,1834,0,0,0,False
3944,1835,0,0,0,False
3957,1836,0,0,0,False
3961,1837,0,0,0,False
3964,1838,0,0,0,False
3966,1839,0,0,0,False
3975,1840,0,0,0,False
3977,1841,0,0,0,False
3979,1842,0,0,0,False
3981,1843,0,0,0,False
3984,1844,0,0,0,False
3990,1845,0,0,0,False
3997,1846,0,0,0,False
4003,1847,0,0,0,False
4010,1848,0,0,0,False
4012,1849,0,0,0,False
4014,1850,0,0,0,False
4015,1851,0,0,0,False
4028,1852,0,0,0,False
4035,1853,0,0,0,False
4039,1854,0,0,0,False
4066,1855,0,0,0,False
4074,1856,0,0,0,False
4076,1857,0,0,0,False
4098,1858,0,0,0,False
4102,1859,0,0,0,False
4106,1860,0,0,0,False
4107,1861,0,0,0,False
4118,1862,0,0,0,False
4121,1863,0,0,0,False
4154,1864,0,0,0,False
4159,1865,0,0,0,False
4163,1866,0,0,0,False
4167,1867,0,0,0,False
4169,1868,0,0,0,False
4172,1869,0,0,0,False
4175,1870,2,0,2,True
4191,1871,0,0,0,False
4195,1872,0,0,0,False
4204,1873,0,0,0,False
4205,1874,0,0,0,False
4208,1875,0,0,0,False
4209,1876,0,0,0,False
4210,1877,0,0,0,False
4213,1878,0,0,0,False
4233,1879,0,0,0,False
4237,1880,0,0,0,False
4241,1881,0,0,0,False
4244,1882,0,0,0,False
4248,1883,0,0,0,False
4252,1884,0,0,0,False
4254,1885,0,0,0,False
4259,1886,0,0,0,False
4260,1887,0,0,0,False
4268,1888,0,0,0,False
4274,1889,0,0,0,False
4279,1890,0,0,0,False
4288,1891,0,0,0,False
4290,1892,0,0,0,False
4292,1893,0,0,0,False
4298,1894,0,0,0,False
4300,1895,0,0,0,False
4316,1896,0,0,0,False
4320,1897,0,0,0,False
4321,1898,0,5,5,True
4322,1899,0,0,0,False
4328,1900,0,0,0,False
4330,1901,0,0,0,False
4335,1902,0,0,0,False
4340,1903,0,0,0,False
4342,1904,0,0,0,False
4346,1905,0,1,1,True
4353,1906,0,0,0,False
4358,1907,0,0,0,False
4364,1908,0,0,0,False
4365,1909,0,0,0,False
4373,1910,0,0,0,False
4374,1911,0,0,0,False
4381,1912,0,0,0,False
4383,1913,0,0,0,False
4393,1914,0,0,0,False
4394,1915,0,0,0,False
4400,1916,0,0,0,False
4407,1917,0,0,0,False
4422,1918,0,3,3,True
4424,1919,0,0,0,False
4427,1920,0,0,0,False
4431,1921,0,0,0,False
4435,1922,0,0,0,False
4445,1923,0,0,0,False
4446,1924,0,0,0,False
4448,1925,0,0,0,False
4456,1926,0,0,0,False
4460,1927,0,0,0,False
4461,1928,0,0,0,False
4464,1929,2,1,3,True
4469,1930,0,0,0,False
4470,1931,0,0,0,False
4473,1932,0,0,0,False
4482,1933,0,0,0,False
4483,1934,0,0,0,False
4489,1935,0,2,2,True
4494,1936,0,0,0,False
4497,1937,0,0,0,False
4501,1938,0,0,0,False
4502,1939,0,0,0,False
4503,1940,0,0,0,False
4507,1941,0,0,0,False
4509,1942,0,0,0,False
4511,1943,0,0,0,False
4517,1944,0,0,0,False
4526,1945,0,0,0,False
4528,1946,0,0,0,False
4538,1947,0,0,0,False
4539,1948,0,0,0,False
4547,1949,0,0,0,False
4556,1950,0,0,0,False
4563,1951,0,0,0,False
4571,1952,0,0,0,False
4575,1953,0,0,0,False
4599,1954,0,0,0,False
4602,1955,0,0,0,False
4606,1956,0,0,0,False
4607,1957,0,0,0,False
4611,1958,0,0,0,False
4612,1959,0,0,0,False
4614,1960,0,0,0,False
4616,1961,0,0,0,False
4619,1962,0,0,0,False
4625,1963,0,0,0,False
4626,1964,0,0,0,False
4628,1965,0,0,0,False
4641,1966,0,0,0,False
4647,1967,0,0,0,False
4649,1968,0,0,0,False
4653,1969,0,0,0,False
4655,1970,0,0,0,False
4657,1971,0,0,0,False
4660,1972,0,0,0,False
4664,1973,0,0,0,False
4665,1974,0,0,0,False
4676,1975,0,0,0,False
4687,1976,0,0,0,False
4690,1977,0,0,0,False
4692,1978,0,0,0,False
4696,1979,0,0,0,False
4698,1980,0,0,0,False
4704,1981,0,0,0,False
4705,1982,0,0,0,False
4711,1983,0,0,0,False
4712,1984,0,0,0,False
4714,1985,0,0,0,False
4717,1986,0,0,0,False
4720,1987,0,0,0,False
4721,1988,0,0,0,False
4723,1989,0,0,0,False
4727,1990,0,0,0,False
4729,1991,0,0,0,False
4730,1992,0,0,0,False
4731,1993,0,0,0,False
4736,1994,0,0,0,False
4739,1995,0,0,0,False
4741,1996,0,0,0,False
4744,1997,0,0,0,False
4749,1998,0,0,0,False
4752,1999,0,0,0,False
4754,2000,0,0,0,False
4758,2001,0,0,0,False
4760,2002,0,0,0,False
4763,2003,0,0,0,False
4769,2004,0,0,0,False
4776,2005,0,0,0,False
4779,2006,0,0,0,False
4785,2007,0,0,0,False
4799,2008,0,0,0,False
4800,2009,0,0,0,False
4801,2010,0,0,0,False
4805,2011,0,0,0,False
4811,2012,0,0,0,False
4813,2013,0,0,0,False
4819,2014,0,0,0,False
4824,2015,0,0,0,False
4837,2016,0,0,0,False
4838,2017,0,0,0,False
4846,2018,0,0,0,False
4851,2019,0,0,0,False
4853,2020,0,0,0,False
4860,2021,0,0,0,False
4869,2022,0,0,0,False
4872,2023,0,0,0,False
4875,2024,0,0,0,False
4876,2025,0,0,0,False
4888,2026,0,0,0,False
4889,2027,0,0,0,False
4902,2028,0,0,0,False
4911,2029,0,0,0,False
4914,2030,0,0,0,False
4917,2031,0,0,0,False
4920,2032,0,0,0,False
4925,2033,0,0,0,False
4930,2034,0,0,0,False
4936,2035,0,0,0,False
4937,2036,0,0,0,False
4939,2037,0,0,0,False
4940,2038,0,0,0,False
