layer,n_shared,proc_err,auroc_c4_raw,auroc_c4_aligned,auroc_c1_own
2,80,0.004337933,0.5796440989156644,0.5796440989156644,0.550216622962034
3,80,0.003759706,0.5743968822146442,0.5743968822146442,0.5526165773571998
0,80,0.0035812284,0.6017232095977134,0.6017232095977134,0.5415175008550906
11,80,0.0030302622,0.4976528543097519,0.4976528543097519,0.5590582601755786
