layer,seed,gene,margin,t_dual,d_dual_to_tf,d_dual_to_tgt,d_tf_to_tgt
2,seed43,EGR1,-2.530154708338111,0.14633307,0.29291287,1.1418395,1.3122342
2,seed43,ERG,-0.340387975488323,0.14633307,0.29291287,1.1418395,1.3122342
2,seed43,ZEB1,-1.612984041933483,0.14633307,0.29291287,1.1418395,1.3122342
2,seed43,ESR1,-1.2741758618211865,0.14633307,0.29291287,1.1418395,1.3122342
2,seed43,RUNX2,-0.7793140351537957,0.14633307,0.29291287,1.1418395,1.3122342
2,seed43,ETS1,-0.9319643454983819,0.14633307,0.29291287,1.1418395,1.3122342
2,seed43,ETS2,-1.8374420948021788,0.14633307,0.29291287,1.1418395,1.3122342
2,seed43,FHL2,-2.179191346673134,0.14633307,0.29291287,1.1418395,1.3122342
2,seed43,RELA,-2.3787171481037213,0.14633307,0.29291287,1.1418395,1.3122342
2,seed43,SPI1,-2.031740501487534,0.14633307,0.29291287,1.1418395,1.3122342
2,seed43,FOXO3,-1.4945743861242973,0.14633307,0.29291287,1.1418395,1.3122342
2,seed43,GFI1B,-3.2922014417588095,0.14633307,0.29291287,1.1418395,1.3122342
2,seed43,KLF1,-1.5656483728607684,0.14633307,0.29291287,1.1418395,1.3122342
2,seed43,HDAC9,-1.4311346221678942,0.14633307,0.29291287,1.1418395,1.3122342
2,seed43,MEF2C,-1.1819586872981196,0.14633307,0.29291287,1.1418395,1.3122342
2,seed43,HEY1,-1.6273982709843589,0.14633307,0.29291287,1.1418395,1.3122342
2,seed43,LEF1,-0.5539207832832274,0.14633307,0.29291287,1.1418395,1.3122342
2,seed43,LYL1,-1.819789276343283,0.14633307,0.29291287,1.1418395,1.3122342
2,seed43,NFKBIA,-2.4063372021731944,0.14633307,0.29291287,1.1418395,1.3122342
2,seed43,NFKBIZ,-1.6037886706942484,0.14633307,0.29291287,1.1418395,1.3122342
2,seed43,STAT4,-0.029392731043804243,0.14633307,0.29291287,1.1418395,1.3122342
2,seed43,TNFAIP3,-1.4634237251600646,0.14633307,0.29291287,1.1418395,1.3122342
2,seed43,PBX1,-1.8451942058890038,0.14633307,0.29291287,1.1418395,1.3122342
2,seed43,SOX9,-1.8663669358181552,0.14633307,0.29291287,1.1418395,1.3122342
