r_raw,p_raw,r_partial,p_partial,r_layer_effrank,r_layer_auroc,lipschitz_r,lipschitz_p
0.8545688545688548,3.328237669335048e-11,-0.04478037278628428,0.7953806499608693,-0.9969064117671196,-0.8590281357029803,-0.5727272727272729,0.06554305260101842
