tf,n_targets,layer,obs_dist,null_dist_mean,null_dist_std,z_dist
BATF,12,5,13.617840408112617,13.570100666850896,1.0146247482396367,0.0470516231193339
BATF,12,6,13.318167550629592,13.437904984803115,1.485986135044073,-0.08057776001387211
BATF,12,7,12.969921642019116,13.029860752775392,1.317000626168596,-0.04551183163112795
BATF,12,8,12.691093638416968,12.913914059093528,1.43694173996163,-0.1550657305580883
BATF,12,9,11.584588456053181,11.860683490130329,1.7195398563984885,-0.16056332340875112
BATF,12,10,9.980840466980125,11.058124829479539,2.372662854035581,-0.4540402192697113
BATF,12,11,8.058815397684855,8.644019201716484,2.112992758640766,-0.27695495010029064
CEBPD,10,0,17.87577423699607,17.478749672295518,0.6640029899231412,0.59792586889783
CEBPD,10,1,15.895028835947707,15.337971421782006,1.055091150975384,0.5279708901460569
CEBPD,10,2,15.104291924201076,14.895486023429793,1.0118789319623647,0.2063546281829786
CEBPD,10,3,14.931011584634911,14.71761425759362,0.9733686769572722,0.21923586827178948
CEBPD,10,4,14.101465041642474,14.72128820501725,1.2758206301397188,-0.4858231233546509
CEBPD,10,5,13.672061759740831,13.409609043886357,1.2891390730320729,0.2035875890699532
CEBPD,10,6,13.513776917897427,13.560931992004663,1.4052768841851486,-0.0335557174802451
CEBPD,10,7,13.206890102861262,12.82489392424138,1.42042454720873,0.26893098923877473
CEBPD,10,8,12.864768027901743,13.541150070904218,1.9437766545212902,-0.3479731282033804
CEBPD,10,9,11.96079815407222,12.229756964289601,2.171106682185369,-0.1238809738942239
CEBPD,10,10,10.590639413932957,9.91328280107842,2.615253937721176,0.2590022341940367
CEBPD,10,11,8.682596162564657,8.335103119203959,2.8446942356442397,0.12215479576208345
CIITA,24,0,17.344338022925065,17.331904464311474,0.49583894643217985,0.02507580072734621
CIITA,24,1,15.405291165697502,15.485203120436296,0.5090648103338622,-0.15697795863435318
CIITA,24,2,14.676626242785344,14.641818052737117,0.6075770161339047,0.05729016918664407
CIITA,24,3,14.69537408902939,14.874189589243025,0.44808092359632073,-0.39906965638807723
CIITA,24,4,13.899231246819204,13.832019754031691,0.7158756781168896,0.09388710196763811
CIITA,24,5,13.419759492322887,13.344917821419582,0.9718867898144025,0.0770065728721323
CIITA,24,6,13.21558387580229,13.006825665372336,0.7988234976733447,0.26133208529541707
CIITA,24,7,12.980733267927068,12.928339105536702,0.9490428588939877,0.05520737224810446
CIITA,24,8,12.789411245246338,12.612701263021496,1.2560535664517565,0.14068666093917723
CIITA,24,9,11.689082363019965,12.21757034722518,1.4890979627472074,-0.354904779555415
CIITA,24,10,10.090835377613436,9.641094043489788,1.4930177326477319,0.30122973377286805
CIITA,24,11,8.10844569409329,8.241397088246783,1.4513347498559046,-0.09160629149594479
EGR1,36,0,15.656277690515134,15.777006147725057,0.438617208182662,-0.27524788119951205
EGR1,36,1,13.983639495850557,14.249998073006044,0.5458920032630402,-0.48793273314747654
EGR1,36,2,13.306456673733491,13.568212226114545,0.6075832369487322,-0.43081430899177464
EGR1,36,3,13.32197892492488,13.65767604453121,0.5717950327849209,-0.5870934519513418
EGR1,36,4,12.699933585643258,12.789240261673447,0.6907669579277735,-0.12928625928793588
EGR1,36,5,12.383785544279013,12.947453277031112,0.5820495661536,-0.9684187834328708
EGR1,36,6,12.294384843601609,12.384144647496253,0.6243041220144204,-0.14377576685705562
EGR1,36,7,12.190890366421378,12.199910608538895,0.8155783241882374,-0.011059933607841736
EGR1,36,8,12.168656799422736,12.209721891991137,1.1938596840433746,-0.03439691708938609
EGR1,36,9,11.189293138336241,11.774234616707037,1.1158523924194457,-0.5242104442707671
EGR1,36,10,9.772125979256096,10.513159779981027,1.2727773867320145,-0.5822179184276767
EGR1,36,11,7.946985891962932,8.21688410393609,1.4872875349714312,-0.18147009614945972
EGR3,16,0,17.753954024669966,17.32545410168115,0.4377614154176744,0.9788435158909073
EGR3,16,1,15.741101328065504,15.675289881433141,0.6367671751874735,0.103352448425105
EGR3,16,2,14.844336264119944,14.743089032585633,0.6090097359967396,0.16624895391631758
EGR3,16,3,14.728035031295462,14.88830678070087,0.7584925233796826,-0.21130300492781365
EGR3,16,4,13.904118130348218,14.425576740618657,0.7870293970834552,-0.6625656070825839
EGR3,16,5,13.491328131856076,13.713220277619518,0.8321515733333875,-0.26664871265531487
EGR3,16,6,13.261492492835279,13.3295209477271,1.1903716935091682,-0.057148918495597625
EGR3,16,7,12.945449095834828,12.891591653095688,1.2001657462660793,0.044875004062313886
EGR3,16,8,12.712160632754387,13.648781950885052,1.3315318806971994,-0.70341636704954
EGR3,16,9,11.461376099634673,11.48665400475271,1.5847730621402891,-0.015950488888231012
EGR3,16,10,9.64692810100418,10.675659118372113,1.9992568182420478,-0.514556713265332
EGR3,16,11,7.646091609405565,7.894284333063231,1.7739832725085334,-0.13990702590261989
ELF1,11,0,17.71268521982844,17.506123218094405,0.5597864496586552,0.36900143234976795
ELF1,11,1,15.47245366736051,15.380971023825131,0.7357480502357636,0.12433963434366434
ELF1,11,2,14.446148333322109,14.643842756403737,0.8992224979313551,-0.21985039691113273
ELF1,11,3,14.33251603814809,14.780706620606034,1.0914492589683928,-0.4106380381636453
ELF1,11,4,13.341755466400894,13.907528308074575,1.1741319815414881,-0.48186477378027986
ELF1,11,5,12.825126006438644,13.656428572361236,1.098774302853008,-0.7565726316715669
ELF1,11,6,12.476691677128812,13.63002810634282,1.1565439751223192,-0.9972266113720646
ELF1,11,7,11.956880483942731,13.485922131782065,1.3697738855291055,-1.1162730316242724
ELF1,11,8,11.482256326459456,13.11024193861383,1.7279777816064241,-0.9421334171559245
ELF1,11,9,10.025486167459055,11.989755986292069,1.8081127189992787,-1.0863646929712225
ELF1,11,10,7.891062409575973,9.741184873480705,2.2031886440414237,-0.839747639816696
ELF1,11,11,5.944106683678205,9.416511159876611,2.9818316918363976,-1.1645206151994056
EOMES,14,0,18.191375707220992,17.23644101870656,0.5366439498445523,1.7794567306517541
EOMES,14,1,16.50818989982544,15.454389383908577,0.8567292894784063,1.2300274180639212
EOMES,14,2,15.771505745956244,14.446386720166478,0.7804578467728353,1.6978739226840818
EOMES,14,3,15.635143713808086,15.313984951520132,0.8024373360146332,0.40022908690043496
EOMES,14,4,14.925926924369834,13.931728646774113,1.0545637012399611,0.9427579163086481
EOMES,14,5,14.535396279878478,13.453636145045767,1.0458996480061369,1.034286737637724
EOMES,14,6,14.487069178382821,13.435441185685097,1.3008796146836261,0.8083976263656654
EOMES,14,7,14.2024230692517,13.439514447925031,1.0185520114749345,0.7490129249481572
EOMES,14,8,14.09672156309933,13.147478842860911,1.0895655667175015,0.8712121135565716
EOMES,14,9,13.203608087550625,11.794438231697397,2.118628111164505,0.6651331814334691
EOMES,14,10,11.922327925529649,10.500591723311413,2.2513155293656646,0.6315135233926217
EOMES,14,11,9.92345070102493,7.72462175305521,2.4602141878399912,0.8937550880072919
ETS1,28,0,17.54722186597857,16.839927833487558,0.4708405522544422,1.5021943821627153
ETS1,28,1,15.876574025906406,14.81293685921996,0.6451223017197757,1.6487372454044569
ETS1,28,2,15.170582068441437,14.450428625398379,0.585189661955843,1.2306325450728812
ETS1,28,3,15.187000554936114,14.122552019365207,0.7522282307697803,1.4150606053187096
ETS1,28,4,14.599412899490975,13.420152736120674,0.9952392437775719,1.1849011890791725
ETS1,28,5,14.25980505743903,13.123987931851607,0.6861469511306746,1.6553554944983055
ETS1,28,6,14.130953600319211,12.778863069446233,1.2075254320629016,1.1197201276027002
ETS1,28,7,13.940580631177523,13.16124887712219,0.9760198704590752,0.7984793933434682
ETS1,28,8,13.85728275157609,12.833057650289785,1.1376887401157356,0.9002682941048639
ETS1,28,9,12.950834912974623,11.841214790952746,1.0595068007741808,1.0472987254174093
ETS1,28,10,11.636947245383675,10.500620555238184,1.5908015577624572,0.7143107728306428
ETS1,28,11,9.594351613907019,8.590838315731384,1.4260191443146066,0.7037165680254299
FLI1,21,0,17.797802983747868,17.445285877598128,0.3965686759094566,0.8889181812993873
FLI1,21,1,16.151515505313203,15.664453442255754,0.5687319548362474,0.8564000297779762
FLI1,21,2,15.381660630280177,14.719165509984544,0.7730357700741692,0.8570044827706608
FLI1,21,3,15.292741836318449,14.814405264668343,0.5206220794677878,0.918778881101414
FLI1,21,4,14.575239632577926,13.938833540615505,0.8826746269268635,0.7209973783636946
FLI1,21,5,14.193071219843677,13.768466739423314,0.9508235736217505,0.4465649487454509
FLI1,21,6,14.070416918852938,13.22701453448146,0.7982377703635658,1.0565804020866383
FLI1,21,7,13.849966762909004,13.06056948841793,1.0691348246654042,0.7383514747432568
FLI1,21,8,13.72026622615855,12.794922776022236,1.3864523867354976,0.6674181233984543
FLI1,21,9,12.844382951018996,12.404483534757393,1.2564878283225451,0.35010240954652494
FLI1,21,10,11.63432600789142,10.875808570433032,1.690806614586463,0.44861276914504317
FLI1,21,11,9.64404917375128,8.398938604788688,1.3524257543359124,0.9206498508112079
FOS,25,0,17.726569828557075,17.130381622346164,0.5699814003786946,1.0459783526529196
FOS,25,1,16.375758977928218,15.437724851828559,0.45866347602131224,2.0451467691228853
FOS,25,2,15.856856338201402,14.649437100175238,0.676244938685516,1.7854761920631061
FOS,25,3,15.902632076573918,14.174386414278848,0.8288501341437557,2.08511236362462
FOS,25,4,15.489434372889804,13.89914240053248,0.6804614287971898,2.337078789562527
FOS,25,5,15.214709550225319,13.429307725814379,0.7708671529834229,2.316095344705048
FOS,25,6,15.249041123410812,13.193492513078496,0.9483666861640042,2.1674618481662304
FOS,25,7,15.249843110670138,12.909088950140255,1.0959043682002918,2.1359109685582327
FOS,25,8,15.367318297937794,12.696669850565888,1.2319867802550069,2.1677573900745215
FOS,25,9,14.937675248909958,12.634095956678312,1.0155810287211522,2.26823781370983
FOS,25,10,14.296991698747279,10.51401692069776,1.6041740753235372,2.3582071523544297
FOS,25,11,12.255408963857779,8.01491149081512,1.133146256043015,3.7422331410692027
FOSB,13,0,17.966131253591623,17.498044811433903,0.5705845648346652,0.8203629593333887
FOSB,13,1,16.259097683083276,15.652430421862444,0.6722251181918164,0.9024763353869822
FOSB,13,2,15.648796452278606,14.713359068539996,0.8874591071084517,1.0540625210174288
FOSB,13,3,15.619719260093715,14.545427521906124,1.1450030755051395,0.9382435394015407
FOSB,13,4,14.971650686060544,13.80825748693261,1.292672608472695,0.8999906020306989
FOSB,13,5,14.615379089262742,13.815650637218862,1.4522188564595637,0.5506941660250696
FOSB,13,6,14.408902794659088,13.433208585569293,1.0511754500377393,0.9281934895404623
FOSB,13,7,14.176217519985263,13.134472784431074,1.2280171945138911,0.848314453745546
FOSB,13,8,14.182855798460263,13.333731065053323,1.5388777739436814,0.5517817904607776
FOSB,13,9,13.387033166364937,12.778350056206618,1.540382754664829,0.3951505613231576
FOSB,13,10,12.16890982421639,9.896187420115648,2.189386075774258,1.038063788405621
FOSB,13,11,10.11948103750367,9.126701883527758,1.7087359116284324,0.5810021005702333
FOXP3,18,0,17.551713751064813,17.43348897246287,0.3563392373245024,0.33177592086015384
FOXP3,18,1,15.551209163811233,15.50370285192552,0.5295069267298387,0.08971801781537847
FOXP3,18,2,14.631575839008315,14.891841650151026,0.7237252341682674,-0.35961964410681097
FOXP3,18,3,14.512160019694958,14.753840199807954,0.6454137593991818,-0.3744577437239273
FOXP3,18,4,13.681952046911897,13.982455778635961,1.0621691199810168,-0.28291514606396595
FOXP3,18,5,13.238672731224975,13.472519438280003,0.71089561217822,-0.3289466175469976
FOXP3,18,6,13.012865381025614,13.664437903353019,0.9382081991563596,-0.6944860670726399
FOXP3,18,7,12.662178649678758,12.96072946098467,1.1672990559749978,-0.2557620600973967
FOXP3,18,8,12.475919870720887,12.504476749340448,1.2781164717074531,-0.02234293920131677
FOXP3,18,9,11.167683449211419,12.447191366362146,1.72301637002301,-0.7425976557225863
FOXP3,18,10,9.367596832280528,10.679054042463688,1.7960294223376425,-0.7301980657289113
FOXP3,18,11,7.445470482396018,7.882720886148209,1.7141279821084168,-0.255086206115347
GATA3,24,0,17.560686405472676,17.34423463622376,0.5160787784575482,0.41941614010141137
GATA3,24,1,15.841334500402407,15.33997305919882,0.6120209592560886,0.819189986259607
GATA3,24,2,15.093232797179954,14.824669965400172,0.5701058703737009,0.47107536641175235
GATA3,24,3,15.016791168962966,14.707765783315676,0.6777184529983208,0.4559790046738714
GATA3,24,4,14.296534052488177,14.088014152210604,0.8579865923909945,0.2430339845946537
GATA3,24,5,13.928397926822498,13.247920215086925,1.2064875374140516,0.5640155332180956
GATA3,24,6,13.766370560540038,12.855994088603149,0.8642534324075976,1.053367493607522
GATA3,24,7,13.588526190376149,12.927114088538497,1.0604882350696094,0.623686411565176
GATA3,24,8,13.512777517935076,12.976854793658038,0.7874155790488391,0.6806097549205301
GATA3,24,9,12.559813094677496,11.434801557982324,1.09053051205482,1.0316185785351222
GATA3,24,10,11.219578910501768,10.696889376400529,1.6059127138456284,0.3254781717554071
GATA3,24,11,9.23882508826324,8.755611699110535,1.5105619408150688,0.3198898211959276
GBX2,17,0,17.434144396274924,17.608534150631836,0.397731441387234,-0.43846107249822774
GBX2,17,1,15.800439020555453,15.476178916954433,0.6486819990540299,0.49987529185931945
GBX2,17,2,15.214599390297401,14.901129673581258,0.75973062367099,0.41260639883314143
GBX2,17,3,15.214141314063,14.80702696277525,0.796804528526906,0.5109337820160267
GBX2,17,4,14.613594675313012,13.786736771996411,0.8521442326605394,0.9703262330779491
GBX2,17,5,14.251627788537295,13.215935019175655,1.2301293891003637,0.841938074594802
GBX2,17,6,14.155348620801314,13.430677742115012,1.24968612462694,0.5798823115705418
GBX2,17,7,14.036745650433808,12.981510099048387,1.0340000960968116,1.0205371888926988
GBX2,17,8,14.039327479171659,12.844485557938984,1.2350977189294132,0.967406791317182
GBX2,17,9,13.350768425787773,11.569305365764128,1.8042431588513161,0.9873741525825299
GBX2,17,10,12.30956888010489,10.488579934070744,1.9063308184324002,0.9552323911605064
GBX2,17,11,10.333743454909044,8.133279644085096,1.944559431177419,1.1316001843623673
HDAC9,20,0,17.490446782955555,17.498944877072354,0.3509141828018393,-0.024217015251270135
HDAC9,20,1,15.68614167738325,15.38984616504882,0.5333265239643986,0.5555611787914911
HDAC9,20,2,14.897320856804056,14.85712565511071,0.5732772188400356,0.07011477235163117
HDAC9,20,3,14.84109877321611,15.112831082648322,0.7533406313115655,-0.3607031111001218
