layer,swd_from_L0
1,0.55169314207119
2,0.6211903218315475
3,0.6995347878723807
4,0.6694010754893431
5,0.7606621890989721
6,0.795792450359985
7,0.956832328858071
8,1.098829102999166
9,1.2442218000824468
10,1.3164841349280425
11,1.2879022294991667
